srun --overcommit -p batch -N 1 -n 200 ./APSP_MPI_sync testcase/v200_e200.in v200_e200.out 200
srun: job 204745 queued and waiting for resources
srun: job 204745 queued and waiting for resources
srun: job 204745 has been allocated resources
srun: job 204745 has been allocated resources
0, 0.762561, 0.123568, 0.123568, 0.060511, 0.454915
0, 0.762561, 0.123568, 0.123568, 0.060511, 0.454915
8, 0.762095, 0.123965, 0.123965, 0.062306, 0.451859
8, 0.762095, 0.123965, 0.123965, 0.062306, 0.451859
9, 0.762275, 0.123999, 0.123999, 0.062290, 0.451986
9, 0.762275, 0.123999, 0.123999, 0.062290, 0.451986
32, 0.762323, 0.123272, 0.123272, 0.060673, 0.455106
32, 0.762323, 0.123272, 0.123272, 0.060673, 0.455106
36, 0.760972, 0.123241, 0.123241, 0.060949, 0.453541
128, 0.761948, 0.123419, 0.123419, 0.051820, 0.463290
36, 0.760972, 0.123241, 0.123241, 0.060949, 0.453541
128, 0.761948, 0.123419, 0.123419, 0.051820, 0.463290
4, 0.762565, 0.123570, 0.123570, 0.056403, 0.459021
12, 0.762331, 0.123937, 0.123937, 0.062117, 0.452340
4, 0.762565, 0.123570, 0.123570, 0.056403, 0.459021
12, 0.762331, 0.123937, 0.123937, 0.062117, 0.452340
16, 0.762119, 0.123007, 0.123007, 0.053893, 0.462213
16, 0.762119, 0.123007, 0.123007, 0.053893, 0.462213
40, 0.761275, 0.122842, 0.122842, 0.058228, 0.457363
40, 0.761275, 0.122842, 0.122842, 0.058228, 0.457363
44, 0.762344, 0.123341, 0.123341, 0.044498, 0.471164
46, 0.761326, 0.123128, 0.123128, 0.059629, 0.455441
44, 0.762344, 0.123341, 0.123341, 0.044498, 0.471164
46, 0.761326, 0.123128, 0.123128, 0.059629, 0.455441
47, 0.761792, 0.123337, 0.123337, 0.059848, 0.455271
47, 0.761792, 0.123337, 0.123337, 0.059848, 0.455271
64, 0.762834, 0.123866, 0.123866, 0.049378, 0.465725
64, 0.762834, 0.123866, 0.123866, 0.049378, 0.465725
96, 0.763077, 0.124337, 0.124337, 0.053990, 0.460413
96, 0.763077, 0.124337, 0.124337, 0.053990, 0.460413
104, 0.762229, 0.124282, 0.124282, 0.052476, 0.461190
104, 0.762229, 0.124282, 0.124282, 0.052476, 0.461190
112, 0.762191, 0.124440, 0.124440, 0.041942, 0.471369
112, 0.762191, 0.124440, 0.124440, 0.041942, 0.471369
129, 0.763151, 0.123763, 0.123763, 0.050323, 0.465302
129, 0.763151, 0.123763, 0.123763, 0.050323, 0.465302
136, 0.760630, 0.123447, 0.123447, 0.050502, 0.463235
136, 0.760630, 0.123447, 0.123447, 0.050502, 0.463235
137, 0.760977, 0.123609, 0.123609, 0.041433, 0.472326
137, 0.760977, 0.123609, 0.123609, 0.041433, 0.472326
160, 0.761805, 0.123946, 0.123946, 0.047922, 0.465991
160, 0.761805, 0.123946, 0.123946, 0.047922, 0.465991
162, 0.761606, 0.123432, 0.123432, 0.049274, 0.465468
162, 0.761606, 0.123432, 0.123432, 0.049274, 0.465468
168, 0.762891, 0.123496, 0.123496, 0.049387, 0.466512
168, 0.762891, 0.123496, 0.123496, 0.049387, 0.466512
170, 0.762976, 0.123457, 0.123457, 0.047426, 0.468637
170, 0.762976, 0.123457, 0.123457, 0.047426, 0.468637
171, 0.761467, 0.123307, 0.123307, 0.049609, 0.465244
171, 0.761467, 0.123307, 0.123307, 0.049609, 0.465244
192, 0.762147, 0.123612, 0.123612, 0.044769, 0.470154
192, 0.762147, 0.123612, 0.123612, 0.044769, 0.470154
194, 0.762454, 0.124137, 0.124137, 0.032329, 0.481851
196, 0.762189, 0.123843, 0.123843, 0.037945, 0.476557
194, 0.762454, 0.124137, 0.124137, 0.032329, 0.481851
196, 0.762189, 0.123843, 0.123843, 0.037945, 0.476557
13, 0.762878, 0.124260, 0.124260, 0.062515, 0.451843
13, 0.762878, 0.124260, 0.124260, 0.062515, 0.451843
20, 0.762238, 0.123407, 0.123407, 0.066561, 0.448863
20, 0.762238, 0.123407, 0.123407, 0.066561, 0.448863
21, 0.762513, 0.123857, 0.123857, 0.061814, 0.452985
21, 0.762513, 0.123857, 0.123857, 0.061814, 0.452985
33, 0.763154, 0.123677, 0.123677, 0.063321, 0.452479
33, 0.763154, 0.123677, 0.123677, 0.063321, 0.452479
72, 0.763014, 0.124286, 0.124286, 0.056391, 0.458050
72, 0.763014, 0.124286, 0.124286, 0.056391, 0.458050
76, 0.763326, 0.124638, 0.124638, 0.049429, 0.464620
76, 0.763326, 0.124638, 0.124638, 0.049429, 0.464620
80, 0.762764, 0.124281, 0.124281, 0.047441, 0.466761
80, 0.762764, 0.124281, 0.124281, 0.047441, 0.466761
97, 0.763306, 0.124518, 0.124518, 0.055361, 0.458910
97, 0.763306, 0.124518, 0.124518, 0.055361, 0.458910
105, 0.763037, 0.124637, 0.124637, 0.051865, 0.461899
105, 0.763037, 0.124637, 0.124637, 0.051865, 0.461899
108, 0.762606, 0.124427, 0.124427, 0.044421, 0.469332
108, 0.762606, 0.124427, 0.124427, 0.044421, 0.469332
109, 0.762996, 0.124579, 0.124579, 0.052843, 0.460996
109, 0.762996, 0.124579, 0.124579, 0.052843, 0.460996
113, 0.762700, 0.124774, 0.124774, 0.053144, 0.460009
113, 0.762700, 0.124774, 0.124774, 0.053144, 0.460009
120, 0.762674, 0.124342, 0.124342, 0.051691, 0.462299
120, 0.762674, 0.124342, 0.124342, 0.051691, 0.462299
124, 0.762364, 0.124734, 0.124734, 0.053230, 0.459667
124, 0.762364, 0.124734, 0.124734, 0.053230, 0.459667
140, 0.762335, 0.123802, 0.123802, 0.038650, 0.476081
