srun --overcommit -p batch -N 1 -n 200 ./APSP_MPI_sync testcase/v200_e20k.in v200_e20k.out 200
0, 0.674571, 0.263694, 0.055151, 0.263694, 0.066918, 0.025114, 0.004869, 0.000001, 0.216261, 0.006943, 0.079804
16, 0.673982, 0.264878, 0.052321, 0.264878, 0.069745, 0.022159, 0.005007, 0.000001, 0.182947, 0.006301, 0.079865
1, 0.674988, 0.264106, 0.046144, 0.264106, 0.077154, 0.023479, 0.004798, 0.000001, 0.235692, 0.006655, 0.079940
8, 0.674597, 0.263700, 0.057027, 0.263700, 0.065367, 0.024802, 0.004861, 0.000001, 0.220045, 0.007938, 0.079674
9, 0.674863, 0.264100, 0.041150, 0.264100, 0.076087, 0.029427, 0.004828, 0.000001, 0.229745, 0.003127, 0.079842
24, 0.673094, 0.265099, 0.060608, 0.265099, 0.055461, 0.026829, 0.004899, 0.000001, 0.141197, 0.005844, 0.079616
25, 0.673970, 0.265607, 0.048938, 0.265607, 0.072689, 0.021130, 0.005049, 0.000001, 0.168963, 0.007820, 0.079966
32, 0.674733, 0.265315, 0.052749, 0.265315, 0.054669, 0.036686, 0.004842, 0.000001, 0.234446, 0.004429, 0.079461
33, 0.675551, 0.266538, 0.047024, 0.266538, 0.065851, 0.029599, 0.004926, 0.000001, 0.258267, 0.004409, 0.079848
64, 0.673860, 0.269759, 0.056748, 0.269759, 0.054802, 0.022792, 0.004801, 0.000000, 0.173924, 0.003954, 0.079935
66, 0.673638, 0.268920, 0.065447, 0.268920, 0.043077, 0.027274, 0.004985, 0.000001, 0.163527, 0.008418, 0.080119
67, 0.674497, 0.269642, 0.057892, 0.269642, 0.054192, 0.023129, 0.004830, 0.000001, 0.199601, 0.007334, 0.080231
72, 0.674559, 0.270350, 0.050964, 0.270350, 0.065314, 0.017582, 0.004815, 0.000001, 0.199668, 0.005216, 0.080032
96, 0.674298, 0.271966, 0.044858, 0.271966, 0.058895, 0.026614, 0.043822, 0.000002, 0.158905, 0.005600, 0.079704
112, 0.673412, 0.273314, 0.057583, 0.273314, 0.045281, 0.023919, 0.004917, 0.000001, 0.151187, 0.006069, 0.079895
113, 0.674105, 0.273507, 0.051081, 0.273507, 0.057438, 0.018572, 0.005028, 0.000001, 0.179109, 0.007118, 0.079946
2, 0.675568, 0.263837, 0.067045, 0.263837, 0.049245, 0.031603, 0.013959, 0.000001, 0.248376, 0.008000, 0.080209
3, 0.675834, 0.264294, 0.056660, 0.264294, 0.063166, 0.027420, 0.004995, 0.000000, 0.253779, 0.002266, 0.080493
18, 0.674852, 0.264420, 0.046294, 0.264420, 0.066969, 0.032750, 0.004825, 0.000000, 0.223602, 0.005128, 0.080010
40, 0.674434, 0.267031, 0.055097, 0.267031, 0.058903, 0.026373, 0.004903, 0.000001, 0.192202, 0.005483, 0.080244
42, 0.674048, 0.267791, 0.073230, 0.267791, 0.038478, 0.026758, 0.004836, 0.000001, 0.170719, 0.004469, 0.080244
65, 0.674294, 0.270298, 0.046756, 0.270298, 0.063837, 0.023105, 0.004895, 0.000000, 0.176560, 0.005777, 0.080320
73, 0.675088, 0.270737, 0.046310, 0.270737, 0.066809, 0.020495, 0.004809, 0.000001, 0.223602, 0.004272, 0.080331
114, 0.675241, 0.272920, 0.056453, 0.272920, 0.050610, 0.022337, 0.004909, 0.000001, 0.234294, 0.005512, 0.080050
26, 0.674383, 0.265429, 0.080447, 0.265429, 0.030742, 0.032336, 0.005003, 0.000000, 0.180653, 0.008205, 0.080191
41, 0.675813, 0.267519, 0.054477, 0.267519, 0.063780, 0.022519, 0.007035, 0.000001, 0.247577, 0.007225, 0.080557
43, 0.675471, 0.268138, 0.068134, 0.268138, 0.051394, 0.019667, 0.004810, 0.000001, 0.232755, 0.004802, 0.080463
34, 0.675962, 0.266613, 0.062702, 0.266613, 0.058906, 0.021129, 0.007363, 0.000001, 0.247199, 0.006008, 0.080301
97, 0.675899, 0.273083, 0.040331, 0.273083, 0.067992, 0.021410, 0.004823, 0.000001, 0.244621, 0.004740, 0.080429
115, 0.676085, 0.273624, 0.050183, 0.273624, 0.060230, 0.018425, 0.004945, 0.000001, 0.254055, 0.006550, 0.080496
35, 0.676318, 0.267617, 0.058916, 0.267617, 0.060066, 0.022103, 0.007575, 0.000001, 0.249460, 0.006978, 0.080603
10, 0.674488, 0.264874, 0.072422, 0.264874, 0.036578, 0.035739, 0.004826, 0.000000, 0.168096, 0.003637, 0.080804
27, 0.675183, 0.266812, 0.069702, 0.266812, 0.046512, 0.025344, 0.004824, 0.000001, 0.183882, 0.004189, 0.081063
19, 0.676316, 0.266035, 0.053633, 0.266035, 0.068100, 0.022513, 0.006388, 0.000000, 0.241907, 0.007831, 0.080930
11, 0.676258, 0.265863, 0.065625, 0.265863, 0.056173, 0.022733, 0.004843, 0.000001, 0.227609, 0.002719, 0.081407
98, 0.681111, 0.276942, 0.057291, 0.276942, 0.058029, 0.011908, 0.004911, 0.000001, 0.229290, 0.006151, 0.085472
99, 0.681621, 0.278007, 0.058743, 0.278007, 0.056823, 0.010042, 0.004918, 0.000000, 0.249851, 0.008074, 0.085868
74, 0.681280, 0.276158, 0.066967, 0.276158, 0.037927, 0.024069, 0.004797, 0.000000, 0.211837, 0.007666, 0.086189
75, 0.681860, 0.276932, 0.068982, 0.276932, 0.047839, 0.011176, 0.004841, 0.000001, 0.224160, 0.004319, 0.086601
80, 0.680966, 0.277413, 0.059035, 0.277413, 0.055029, 0.012076, 0.004794, 0.000001, 0.149202, 0.006972, 0.087179
81, 0.682204, 0.278004, 0.055092, 0.278004, 0.059551, 0.011554, 0.004832, 0.000001, 0.212008, 0.006316, 0.087261
88, 0.680855, 0.278268, 0.052379, 0.278268, 0.058728, 0.013212, 0.004842, 0.000001, 0.144496, 0.007170, 0.087278
120, 0.682095, 0.281494, 0.060007, 0.281494, 0.050184, 0.008916, 0.005065, 0.000001, 0.207864, 0.007202, 0.087229
17, 0.682855, 0.272985, 0.045416, 0.272985, 0.074683, 0.016785, 0.004848, 0.000001, 0.238704, 0.006406, 0.087840
48, 0.682879, 0.275838, 0.054108, 0.275838, 0.062652, 0.014444, 0.004846, 0.000001, 0.235434, 0.007019, 0.087537
82, 0.682003, 0.277621, 0.052284, 0.277621, 0.053459, 0.021017, 0.004869, 0.000001, 0.201570, 0.006413, 0.087389
83, 0.682700, 0.278189, 0.051517, 0.278189, 0.065214, 0.009592, 0.004821, 0.000000, 0.228292, 0.007280, 0.087488
89, 0.681456, 0.278827, 0.049077, 0.278827, 0.062320, 0.012405, 0.004816, 0.000000, 0.167846, 0.006469, 0.087521
90, 0.681432, 0.278229, 0.078454, 0.278229, 0.023487, 0.023032, 0.004900, 0.000000, 0.174706, 0.008088, 0.087085
122, 0.681787, 0.280754, 0.081081, 0.280754, 0.029965, 0.009234, 0.004836, 0.000001, 0.188951, 0.007145, 0.087238
49, 0.683393, 0.276328, 0.048699, 0.276328, 0.068070, 0.013968, 0.007383, 0.000001, 0.249875, 0.005245, 0.087853
50, 0.683137, 0.275585, 0.059348, 0.275585, 0.059765, 0.012854, 0.004807, 0.000001, 0.237685, 0.007948, 0.087812
56, 0.682341, 0.275746, 0.059022, 0.275746, 0.052325, 0.019502, 0.004844, 0.000001, 0.207023, 0.005023, 0.087227
57, 0.682858, 0.276525, 0.049039, 0.276525, 0.070083, 0.010685, 0.004955, 0.000000, 0.219488, 0.004679, 0.087442
91, 0.681918, 0.278849, 0.072686, 0.278849, 0.041434, 0.010100, 0.004821, 0.000001, 0.171266, 0.005933, 0.087591
123, 0.682293, 0.281314, 0.062996, 0.281314, 0.039727, 0.016942, 0.053677, 0.000002, 0.156148, 0.003172, 0.087557
104, 0.683342, 0.279754, 0.059968, 0.279754, 0.047451, 0.016415, 0.004830, 0.000001, 0.250765, 0.008083, 0.087655
105, 0.683471, 0.280059, 0.050757, 0.280059, 0.059617, 0.012979, 0.006334, 0.000000, 0.246188, 0.007599, 0.087819
106, 0.683080, 0.279529, 0.068892, 0.279529, 0.041144, 0.013986, 0.004815, 0.000001, 0.225666, 0.006437, 0.087511
58, 0.682093, 0.275552, 0.072344, 0.275552, 0.039549, 0.019096, 0.004812, 0.000001, 0.171792, 0.004848, 0.087627
107, 0.683247, 0.279966, 0.069388, 0.279966, 0.043800, 0.010127, 0.004808, 0.000001, 0.226280, 0.007325, 0.087731
121, 0.683117, 0.282430, 0.048591, 0.282430, 0.056579, 0.013086, 0.014964, 0.000001, 0.211814, 0.003829, 0.088140
51, 0.683933, 0.276434, 0.049141, 0.276434, 0.070441, 0.011482, 0.004942, 0.000001, 0.249970, 0.006715, 0.088367
59, 0.683027, 0.276095, 0.071632, 0.276095, 0.044187, 0.015018, 0.004815, 0.000001, 0.203735, 0.005223, 0.088087
128, 0.688212, 0.288300, 0.053754, 0.288300, 0.054659, 0.003199, 0.004828, 0.000001, 0.209274, 0.007397, 0.093475
144, 0.688762, 0.290186, 0.041628, 0.290186, 0.060317, 0.006445, 0.024588, 0.000001, 0.217279, 0.002947, 0.093657
130, 0.687582, 0.288197, 0.058625, 0.288197, 0.040701, 0.011862, 0.013946, 0.000005, 0.172489, 0.003763, 0.093520
136, 0.686976, 0.288614, 0.054001, 0.288614, 0.052531, 0.003217, 0.004813, 0.000000, 0.137859, 0.006823, 0.093259
148, 0.687245, 0.290191, 0.047774, 0.290191, 0.054332, 0.004756, 0.005857, 0.000000, 0.149829, 0.006066, 0.093789
152, 0.688126, 0.290906, 0.041244, 0.290906, 0.065394, -0.000324, 0.004876, 0.000001, 0.194413, 0.006057, 0.093594
156, 0.689102, 0.289934, 0.048825, 0.289934, 0.059476, 0.000932, 0.039302, 0.000001, 0.211118, 0.003899, 0.093596
160, 0.688999, 0.291629, 0.041139, 0.291629, 0.063207, 0.001395, 0.004939, 0.000001, 0.240974, 0.005438, 0.093863
192, 0.687575, 0.293165, 0.041241, 0.293165, 0.060229, -0.000226, 0.009896, 0.000001, 0.166248, 0.006439, 0.093280
193, 0.688148, 0.291893, 0.045411, 0.291893, 0.054196, 0.004754, 0.004828, 0.000001, 0.203473, 0.004451, 0.093331
196, 0.688282, 0.293298, 0.052543, 0.293298, 0.053429, -0.004286, 0.004857, 0.000001, 0.205713, 0.006713, 0.093271
129, 0.688621, 0.288753, 0.043538, 0.288753, 0.066205, 0.001372, 0.004863, 0.000001, 0.212758, 0.005552, 0.093840
145, 0.688785, 0.289879, 0.053115, 0.289879, 0.053772, 0.002139, 0.004868, 0.000001, 0.218528, 0.005516, 0.093977
153, 0.688829, 0.289843, 0.051992, 0.289843, 0.055359, 0.001792, 0.004914, 0.000001, 0.223883, 0.005987, 0.093406
157, 0.688683, 0.290358, 0.058690, 0.290358, 0.042620, 0.006657, 0.004953, 0.000001, 0.224513, 0.003237, 0.093543
164, 0.687467, 0.291529, 0.044961, 0.291529, 0.060716, -0.001268, 0.017373, 0.000001, 0.139509, 0.004528, 0.093783
168, 0.687294, 0.291856, 0.050290, 0.291856, 0.055324, -0.002033, 0.019829, 0.000001, 0.128861, 0.006795, 0.093783
169, 0.687454, 0.291256, 0.048649, 0.291256, 0.057774, -0.001481, 0.004812, 0.000001, 0.150558, 0.007410, 0.093969
172, 0.688492, 0.292250, 0.045552, 0.292250, 0.057517, 0.000923, 0.083933, 0.000001, 0.125821, 0.003241, 0.094033
176, 0.688186, 0.292232, 0.038709, 0.292232, 0.069772, -0.004759, 0.009911, 0.000001, 0.173632, 0.004741, 0.093804
184, 0.688832, 0.292782, 0.039540, 0.292782, 0.066441, -0.002713, 0.004841, 0.000001, 0.216743, 0.006909, 0.093382
197, 0.687910, 0.292804, 0.063538, 0.292804, 0.040319, -0.001555, 0.010858, 0.000001, 0.162676, 0.003028, 0.093423
137, 0.688465, 0.289683, 0.049723, 0.289683, 0.054780, 0.004597, 0.004826, 0.000001, 0.193275, 0.004137, 0.094001
138, 0.688666, 0.288747, 0.071867, 0.288747, 0.037488, 0.001817, 0.005064, 0.000001, 0.197145, 0.005412, 0.093775
149, 0.687596, 0.289476, 0.072910, 0.289476, 0.030756, 0.004979, 0.004832, 0.000000, 0.154966, 0.007376, 0.093668
165, 0.688721, 0.290588, 0.064949, 0.290588, 0.040854, 0.001743, 0.005055, 0.000001, 0.198702, 0.006172, 0.094195
177, 0.688733, 0.291281, 0.049009, 0.291281, 0.053836, 0.003325, 0.004915, 0.000001, 0.212235, 0.005487, 0.093754
180, 0.687828, 0.292353, 0.040734, 0.292353, 0.055860, 0.006527, 0.005068, 0.000001, 0.172413, 0.002986, 0.093900
185, 0.689248, 0.291941, 0.049143, 0.291941, 0.052974, 0.003250, 0.004834, 0.000000, 0.240423, 0.007535, 0.093650
188, 0.688411, 0.292629, 0.050431, 0.292629, 0.056183, -0.003462, 0.004929, 0.000001, 0.181184, 0.007198, 0.093732
189, 0.688950, 0.292243, 0.056842, 0.292243, 0.042062, 0.005559, 0.004824, 0.000001, 0.220276, 0.005149, 0.093853
139, 0.688992, 0.289788, 0.066711, 0.289788, 0.044256, -0.001550, 0.004812, 0.000001, 0.205764, 0.005074, 0.094172
173, 0.688207, 0.291251, 0.058666, 0.291251, 0.041308, 0.005731, 0.004924, 0.000001, 0.172175, 0.004495, 0.094081
181, 0.688173, 0.292006, 0.062411, 0.292006, 0.041382, 0.000369, 0.004834, 0.000000, 0.165698, 0.006154, 0.093900
4, 0.710421, 0.299929, 0.037423, 0.299929, 0.074073, -0.000934, 0.005045, 0.000001, 0.153122, 0.006024, 0.116999
5, 0.712584, 0.301416, 0.051830, 0.301416, 0.069743, -0.011822, 0.004858, 0.000001, 0.188806, 0.008708, 0.118395
6, 0.712352, 0.302525, 0.056857, 0.302525, 0.057311, -0.006866, 0.004877, 0.000001, 0.245620, 0.004401, 0.117193
7, 0.712488, 0.302705, 0.052193, 0.302705, 0.065308, -0.010422, 0.005015, 0.000001, 0.246629, 0.004907, 0.117268
12, 0.709146, 0.300077, 0.054495, 0.300077, 0.057934, -0.003437, 0.004816, 0.000001, 0.131808, 0.006309, 0.116055
13, 0.710870, 0.302030, 0.056110, 0.302030, 0.067373, -0.016673, 0.004849, 0.000000, 0.125605, 0.006328, 0.117804
14, 0.710617, 0.301990, 0.064328, 0.301990, 0.054430, -0.012121, 0.051341, 0.000001, 0.139350, 0.004394, 0.116473
15, 0.711053, 0.302258, 0.057884, 0.302258, 0.058240, -0.009588, 0.004843, 0.000001, 0.209260, 0.006471, 0.116604
20, 0.709519, 0.301008, 0.060722, 0.301008, 0.052549, -0.005768, 0.004819, 0.000000, 0.142870, 0.007168, 0.116228
21, 0.710066, 0.301501, 0.055400, 0.301501, 0.065559, -0.013896, 0.004805, 0.000001, 0.136951, 0.007347, 0.116749
22, 0.709935, 0.303163, 0.057097, 0.303163, 0.054318, -0.007805, 0.004930, 0.000001, 0.148165, 0.004975, 0.116706
23, 0.711536, 0.303815, 0.054447, 0.303815, 0.061766, -0.012307, 0.004829, 0.000001, 0.209307, 0.005350, 0.117141
28, 0.709713, 0.302718, 0.060260, 0.302718, 0.061185, -0.017168, 0.004797, 0.000000, 0.133690, 0.005413, 0.116407
29, 0.710136, 0.302972, 0.052986, 0.302972, 0.065950, -0.014743, 0.004937, 0.000001, 0.156848, 0.007303, 0.116436
30, 0.710538, 0.303433, 0.067946, 0.303433, 0.043064, -0.007338, 0.004816, 0.000000, 0.171553, 0.005434, 0.116751
31, 0.710772, 0.303734, 0.060480, 0.303734, 0.059209, -0.016386, 0.004823, 0.000001, 0.169658, 0.007135, 0.116846
36, 0.710501, 0.302384, 0.056791, 0.302384, 0.063877, -0.014936, 0.004817, 0.000000, 0.156388, 0.007216, 0.116161
