srun --overcommit -p batch -N 1 -n 200 ./APSP_MPI_sync testcase/v200_e200.in v200_e200.out 200
159, 0.687180, 0.125025, 0.040276, 0.125025, 0.012516, 0.384339
175, 0.687170, 0.124752, 0.026360, 0.124752, 0.024516, 0.386790
187, 0.687546, 0.124810, 0.041913, 0.124810, 0.014112, 0.381901
92, 0.684756, 0.125021, 0.031182, 0.125021, 0.022952, 0.380580
93, 0.684964, 0.125499, 0.043749, 0.125499, 0.020399, 0.369818
94, 0.686919, 0.125429, 0.044484, 0.125429, 0.019552, 0.372025
142, 0.686916, 0.125462, 0.035918, 0.125462, 0.021748, 0.378325
95, 0.687253, 0.125603, 0.021446, 0.125603, 0.033993, 0.380608
143, 0.687071, 0.125896, 0.021257, 0.125896, 0.019019, 0.395004
14, 0.696156, 0.135657, 0.041937, 0.135657, 0.028689, 0.354215
15, 0.696729, 0.135718, 0.035177, 0.135718, 0.033583, 0.356534
19, 0.694127, 0.134891, 0.033444, 0.134891, 0.033465, 0.357436
50, 0.693553, 0.134230, 0.030932, 0.134230, 0.025595, 0.368566
51, 0.693886, 0.134305, 0.039960, 0.134305, 0.028625, 0.356692
79, 0.697167, 0.135179, 0.020560, 0.135179, 0.042562, 0.363687
135, 0.697089, 0.136063, 0.025221, 0.136063, 0.033137, 0.366605
srun --overcommit -p batch -N 2 -n 200 ./APSP_MPI_sync testcase/v200_e200.in v200_e200.out 200
0, 0.780227, 0.171209, 0.015858, 0.171209, 0.062310, 0.359642
116, 0.779954, 0.171133, 0.018615, 0.171133, 0.003791, 0.415283
17, 0.780391, 0.171322, 0.027516, 0.171322, 0.006874, 0.403358
118, 0.779206, 0.171058, 0.051533, 0.171058, 0.026269, 0.359288
18, 0.779887, 0.171196, 0.050908, 0.171196, 0.096207, 0.290381
132, 0.780688, 0.171248, 0.038138, 0.171248, 0.002935, 0.397119
134, 0.780689, 0.171201, 0.020600, 0.171201, 0.092434, 0.325252
24, 0.779214, 0.171346, 0.045990, 0.171346, 0.042581, 0.347951
148, 0.779522, 0.171148, 0.019262, 0.171148, 0.106086, 0.311878
26, 0.779658, 0.171214, 0.009656, 0.171214, 0.007002, 0.420572
36, 0.780542, 0.171335, 0.019553, 0.171335, 0.124396, 0.293923
152, 0.779627, 0.171304, 0.013578, 0.171304, 0.004399, 0.419043
1, 0.780632, 0.171271, 0.093236, 0.171271, 0.059439, 0.285415
153, 0.779137, 0.171316, 0.092617, 0.171316, 0.055318, 0.288569
6, 0.780677, 0.171255, 0.039537, 0.171255, 0.111624, 0.287006
7, 0.779952, 0.171402, 0.027168, 0.171402, 0.023199, 0.386782
156, 0.780076, 0.171315, 0.020518, 0.171315, 0.107264, 0.309664
8, 0.780412, 0.171383, 0.069817, 0.171383, 0.033845, 0.333984
12, 0.780236, 0.171426, 0.069704, 0.171426, 0.006139, 0.361542
164, 0.779218, 0.171242, 0.028173, 0.171242, 0.005007, 0.403554
101, 0.780580, 0.171297, 0.070781, 0.171297, 0.048672, 0.318532
13, 0.779916, 0.171537, 0.047487, 0.171537, 0.102023, 0.287332
16, 0.780044, 0.171242, 0.033207, 0.171242, 0.061423, 0.342929
102, 0.780226, 0.171353, 0.046924, 0.171353, 0.003911, 0.386686
103, 0.780245, 0.171379, 0.031396, 0.171379, 0.028454, 0.377638
104, 0.780420, 0.171348, 0.028239, 0.171348, 0.006619, 0.402865
19, 0.780079, 0.171252, 0.021731, 0.171252, 0.016088, 0.399756
25, 0.779772, 0.171389, 0.043563, 0.171389, 0.103664, 0.289766
106, 0.779841, 0.171385, 0.014660, 0.171385, 0.004287, 0.418124
108, 0.780081, 0.171310, 0.037734, 0.171310, 0.005382, 0.394345
52, 0.779956, 0.171271, 0.056380, 0.171271, 0.003668, 0.377367
64, 0.779821, 0.171305, 0.014356, 0.171305, 0.005390, 0.417465
109, 0.780781, 0.171357, 0.013165, 0.171357, 0.006101, 0.418802
66, 0.780310, 0.171339, 0.044427, 0.171339, 0.101896, 0.291309
68, 0.780359, 0.171441, 0.085738, 0.171441, 0.002772, 0.348967
112, 0.779970, 0.171273, 0.016110, 0.171273, 0.006787, 0.414527
120, 0.778944, 0.171254, 0.025631, 0.171254, 0.096110, 0.314694
124, 0.780518, 0.171330, 0.085043, 0.171330, 0.002796, 0.350019
80, 0.779912, 0.171266, 0.031534, 0.171266, 0.004587, 0.401258
126, 0.780537, 0.171340, 0.051081, 0.171340, 0.086142, 0.300633
82, 0.779616, 0.171315, 0.012285, 0.171315, 0.035050, 0.389651
136, 0.780787, 0.171424, 0.076093, 0.171424, 0.002574, 0.359271
83, 0.779935, 0.171309, 0.012120, 0.171309, 0.133692, 0.291505
137, 0.780927, 0.171448, 0.028296, 0.171448, 0.008045, 0.401690
141, 0.779922, 0.171483, 0.054276, 0.171483, 0.074892, 0.307788
5, 0.781015, 0.171535, 0.028922, 0.171535, 0.090362, 0.318660
9, 0.781123, 0.171761, 0.026524, 0.171761, 0.044795, 0.366283
150, 0.780533, 0.171263, 0.019732, 0.171263, 0.012432, 0.405844
10, 0.780378, 0.171403, 0.094103, 0.171403, 0.055203, 0.288266
21, 0.780840, 0.171555, 0.082316, 0.171555, 0.004928, 0.350486
154, 0.780568, 0.171404, 0.066150, 0.171404, 0.002675, 0.368934
158, 0.780545, 0.171550, 0.021062, 0.171550, 0.005055, 0.411329
27, 0.780161, 0.171501, 0.041837, 0.171501, 0.014771, 0.380551
